"349190600","BIELSKO-BIA£A","2021","02","01",.0,"8",2.8,"",-7.0,"",3.0,"",81.0,"",955.0,"",1005.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","02",.0,"8",4.4,"",1.1,"",5.1,"",74.9,"",958.5,"",1007.5,"",.0,"",1.2,""
"349190600","BIELSKO-BIA£A","2021","02","03",.0,"8",7.3,"",6.9,"",7.7,"",77.1,"",957.3,"",1005.2,"",.3,"",.9,""
"349190600","BIELSKO-BIA£A","2021","02","04",.0,"8",6.0,"",5.8,"",7.7,"",84.3,"",961.9,"",1010.2,"",.8,"",.5,""
"349190600","BIELSKO-BIA£A","2021","02","05",.0,"8",2.4,"",-.1,"",6.1,"",99.5,"",969.9,"",1019.7,"",.0,"",.1,""
"349190600","BIELSKO-BIA£A","2021","02","06",.0,"8",4.5,"",-2.9,"",4.5,"",90.9,"",967.8,"",1018.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","07",.0,"8",6.1,"",-7.0,"",3.4,"",94.1,"",959.6,"",1010.2,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","08",.0,"8",3.5,"",-6.9,"",3.4,"",93.8,"",950.3,"",1000.3,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","09",.0,"8",1.8,"",-6.5,"",3.5,"",93.0,"",954.9,"",1005.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","10",.0,"8",2.5,"",-5.4,"",3.9,"",93.5,"",958.6,"",1008.8,"",2.2,"",.8,""
"349190600","BIELSKO-BIA£A","2021","02","11",.0,"8",3.1,"",-9.9,"",2.5,"",85.5,"",970.3,"",1022.0,"",.4,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","12",.0,"8",3.1,"",-11.4,"",2.2,"",84.6,"",980.0,"",1032.4,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","13",.0,"8",4.0,"",-7.6,"",3.2,"",90.4,"",984.5,"",1036.5,"",.7,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","14",.0,"8",4.9,"",-5.9,"",3.2,"",82.0,"",988.1,"",1039.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","15",.0,"8",2.9,"",-6.7,"",2.9,"",77.1,"",985.9,"",1037.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","16",.0,"8",3.3,"",-3.1,"",3.8,"",76.3,"",974.4,"",1025.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","17",.0,"8",4.3,"",1.3,"",6.0,"",88.9,"",967.5,"",1016.9,"",6.5,"",2.4,""
"349190600","BIELSKO-BIA£A","2021","02","18",.0,"8",3.3,"",2.5,"",7.0,"",95.9,"",972.6,"",1022.0,"",.2,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","19",.0,"8",3.5,"",3.9,"",6.5,"",81.0,"",971.9,"",1021.0,"",.7,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","20",.0,"8",1.8,"",3.6,"",5.8,"",75.8,"",976.5,"",1026.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","21",.0,"8",2.4,"",5.3,"",6.2,"",70.1,"",976.8,"",1026.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","22",.0,"8",2.1,"",5.8,"",7.1,"",78.5,"",977.2,"",1026.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","23",.0,"8",2.1,"",5.0,"",6.7,"",78.9,"",985.0,"",1034.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","24",.0,"8",2.0,"",9.9,"",7.5,"",63.3,"",986.9,"",1035.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","25",.0,"8",3.8,"",13.5,"",6.7,"",44.1,"",982.4,"",1030.4,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","26",.0,"8",3.4,"",10.6,"",7.5,"",62.1,"",978.8,"",1027.1,"",.0,"",6.3,""
"349190600","BIELSKO-BIA£A","2021","02","27",.0,"8",3.8,"",3.2,"",7.1,"",92.4,"",983.6,"",1033.5,"",.1,"",.0,""
"349190600","BIELSKO-BIA£A","2021","02","28",.0,"8",3.1,"",3.3,"",6.2,"",80.4,"",986.0,"",1035.9,"",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","01",2.5,"",1.0,"",-8.5,"",2.0,"",65.5,"",902.1,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","02",5.6,"",1.4,"",-3.7,"",3.9,"",80.4,"",907.1,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","03",7.3,"",1.5,"",2.8,"",6.2,"",83.8,"",907.0,"",.0,"8",.4,"",.3,""
"349190625","ZAKOPANE","2021","02","04",7.4,"",3.3,"",3.9,"",6.6,"",81.8,"",909.8,"",.0,"8",1.8,"",.1,""
"349190625","ZAKOPANE","2021","02","05",7.3,"",1.1,"",.7,"",5.8,"",89.9,"",916.4,"",.0,"8",.0,"",2.1,""
"349190625","ZAKOPANE","2021","02","06",8.0,"",1.5,"",-2.9,"",4.7,"",93.3,"",913.7,"",.0,"8",2.4,"",1.8,""
"349190625","ZAKOPANE","2021","02","07",8.0,"",1.4,"",-6.6,"",3.3,"",87.3,"",906.1,"",.0,"8",.0,"",3.7,""
"349190625","ZAKOPANE","2021","02","08",8.0,"",1.1,"",-3.0,"",4.7,"",94.4,"",896.1,"",.0,"8",.5,"",3.0,""
"349190625","ZAKOPANE","2021","02","09",5.9,"",1.1,"",-3.4,"",4.2,"",86.9,"",901.3,"",.0,"8",2.9,"",2.3,""
"349190625","ZAKOPANE","2021","02","10",6.3,"",.6,"",-6.1,"",3.5,"",88.9,"",904.2,"",.0,"8",.9,"",3.2,""
"349190625","ZAKOPANE","2021","02","11",7.9,"",2.0,"",-11.9,"",2.0,"",81.0,"",913.1,"",.0,"8",2.9,"",.6,""
"349190625","ZAKOPANE","2021","02","12",7.6,"",1.6,"",-14.4,"",1.4,"",71.0,"",922.5,"",.0,"8",.3,"",1.3,""
"349190625","ZAKOPANE","2021","02","13",7.3,"",1.4,"",-10.8,"",2.2,"",78.5,"",927.8,"",.0,"8",1.0,"",.9,""
"349190625","ZAKOPANE","2021","02","14",5.5,"",1.5,"",-7.0,"",2.5,"",69.1,"",931.3,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","15",1.6,"",1.4,"",-8.9,"",2.0,"",66.4,"",929.9,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","16",7.0,"",1.0,"",-7.5,"",3.0,"",84.6,"",921.0,"",.0,"8",1.1,"",.0,""
"349190625","ZAKOPANE","2021","02","17",7.6,"",1.8,"",-1.9,"",5.0,"",91.1,"",914.5,"",.0,"8",4.6,"",6.1,""
"349190625","ZAKOPANE","2021","02","18",6.5,"",1.6,"",.2,"",5.8,"",93.8,"",919.2,"",.0,"8",1.5,"",.0,""
"349190625","ZAKOPANE","2021","02","19",6.3,"",.9,"",-1.2,"",5.2,"",91.5,"",919.8,"",.0,"8",1.8,"",.0,""
"349190625","ZAKOPANE","2021","02","20",4.5,"",1.3,"",.7,"",5.3,"",82.6,"",923.9,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","21",1.4,"",1.0,"",.1,"",4.5,"",75.8,"",925.1,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","22",.0,"",1.0,"",2.0,"",5.3,"",77.8,"",925.5,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","23",2.5,"",1.4,"",4.4,"",4.5,"",58.6,"",932.1,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","24",5.4,"",1.6,"",7.0,"",6.5,"",67.4,"",935.3,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","25",.3,"",1.1,"",6.8,"",5.7,"",60.5,"",931.5,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2021","02","26",2.4,"",1.9,"",6.7,"",5.6,"",60.8,"",926.4,"",.0,"8",.0,"",6.0,""
"349190625","ZAKOPANE","2021","02","27",7.6,"",1.4,"",.5,"",5.6,"",87.5,"",929.2,"",.0,"8",.4,"",.1,""
